Label,SMS_Message
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,To day class is there are no class.
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff."
ham,Were somewhere on Fredericksburg
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,Just now saw your message.it k da:)
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,Ugh just got outta class
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,They just talking thats it de. They wont any other.
ham,"Solve d Case : A Man Was Found Murdered On &lt;DECIMAL&gt; . &lt;#&gt; AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
ham,Cramps stopped. Going back to sleep
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
ham,"Y cant u try new invention to fly..i'm not joking.,"
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,Havent.
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,"Hi Chikku, send some nice msgs"
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Ok... U enjoy ur shows...
ham,I guess it is useless calling u 4 something important.
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
ham,Ok ok take care. I can understand.
ham,Did you stitch his trouser
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,Nah dub but je still buff
ham,No calls..messages..missed calls
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham,I am in bus on the way to calicut
ham,"Awesome, text me when you're restocked"
ham,Lol your always so convincing.
ham,Good. No swimsuit allowed :)
ham,"I get out of class in bsn in like &lt;#&gt; minutes, you know where advising is?"
ham,Omg how did u know what I ate?
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,"When you get free, call me"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,Dont know you bring some food
ham,Moji just informed me that you saved our lives. Thanks.
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Geeeee ... I love you so much I can barely stand it
ham,I love your ass! Do you enjoy doggy style? :)
ham,IM LATE TELLMISS IM ON MY WAY
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!"
ham,Hey mate. Spoke to the mag people. We're on. the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
ham,aathi..where are you dear..
ham,Arun can u transfr me d amt
ham,Kay... Since we are out already
ham,Yes see ya not on the dot
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,at bruce b downs &amp; fletcher now
ham,Oh k.i think most of wi and nz players unsold.
ham,Did u see what I posted on your Facebook?
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,I knew it... U slept v late yest? Wake up so late...
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,"Not much, just some textin'. How bout you?"
ham,So u gonna get deus ex?
ham,&lt;#&gt; mins but i had to stop somewhere first.
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Noice. Text me when you're here
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Hey come online! Use msn... We are all there
ham,So ü'll be submitting da project tmr rite?
ham,Hey morning what you come to ask:-) pa...
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,Jay says that you're a double-faggot
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,Yep get with the program. You're slacking.
ham,Aight what time you want me to come up?
ham,I said its okay. Sorry
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
ham,Yes princess! I want to please you every night. Your wish is my command...
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,I'm parked next to a MINI!!!! When are you coming in today do you think?
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,Lmao. Take a pic and send it to me.
ham,S...i will take mokka players only:)
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
ham,Where u been hiding stranger?
spam,Call FREEPHONE 0800 542 0578 now!
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
ham,I anything lor.
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,We will meet soon princess! Ttyl!
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Well obviously not because all the people in my cool college life went home ;_;
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Yes princess! I want to catch you with my big strong hands...
ham,Good night my dear.. Sleepwell&amp;Take care
ham,Sweet heart how are you?
ham,Lmao!nice 1
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Nt yet chikku..simple habba..hw abt u?
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
ham,Convey my regards to him
ham,I've reached home finally...
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Sorry i'm not free...
ham,Rats. Hey did u ever vote for the next themes?
ham,And of course you should make a stink!
ham,We are okay. Going to sleep now. Later
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,Send me your resume:-)
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
